timestep,UES_Northwest,UES_Siberia,UES_Middle_Volga,UES_Urals,UES_Center,UES_South
2017-01-01 00:00,964.67,1006.27,1032.8,953.23,1050.17,1706.3
2017-01-01 01:00,984.79,1003.79,1033.34,946.79,1051.15,1592.17
2017-01-01 02:00,962.54,1005.09,1029.51,944.35,1039.84,1561.85
2017-01-01 03:00,888.44,1002.38,976.34,906.15,977.04,1534.37
2017-01-01 04:00,847.1,1002.58,945.28,894.08,938.27,1517.58
2017-01-01 05:00,843.43,1006.92,943.14,893.98,935.59,1482.04
2017-01-01 06:00,849.47,1009.39,957.27,902.69,948.43,1505.49
2017-01-01 07:00,877.95,1015.82,979.53,920.75,970.69,1529.55
2017-01-01 08:00,880.34,1020.81,998.2,942.58,977.76,1540.35
2017-01-01 09:00,868.06,1013.46,978.27,937.2,953.91,1551.81
2017-01-01 10:00,880.03,1010.26,1007.73,960.54,981.56,1571.83
2017-01-01 11:00,903.41,1014.38,1009.75,957.99,991.09,1581.82
2017-01-01 12:00,907.25,1009.19,1007.3,953.57,992.61,1582.53
2017-01-01 13:00,936.31,1026.59,1024.73,965.61,1017.23,1588.47
2017-01-01 14:00,954.57,1039.81,1047.96,985.96,1040.78,1595.1
2017-01-01 15:00,1126.69,1101.33,1243.88,1158.14,1237.81,1751.95
2017-01-01 16:00,1176.26,1100.26,1261.18,1172.47,1266.6,1783.71
2017-01-01 17:00,1220.54,1068.46,1270.52,1173.66,1305.48,1798.62
2017-01-01 18:00,1224.5,1085.36,1271.45,1180.78,1313.19,1859.62
2017-01-01 19:00,1223.23,1100.13,1271.45,1187.13,1311.8,1815.61
2017-01-01 20:00,1225.41,1086.27,1270.12,1168.39,1314.64,1774.56
2017-01-01 21:00,1221.56,1065.9,1265.13,1145.62,1311.21,1767.76
2017-01-01 22:00,1068.46,1019.32,1107.5,1006.62,1141.64,1731.27
2017-01-01 23:00,946.73,1003.24,999.38,944.71,1009.12,1689.03
2017-01-02 00:00,1002.72,1044.87,1071.41,1002.3,1086.81,1584.48
2017-01-02 01:00,934.13,1039.82,1015.28,974.32,1011.72,1543.47
2017-01-02 02:00,880.71,1032.64,968.67,940.03,960.0,1525.52
2017-01-02 03:00,866.5,1040.17,954.46,930.81,942.39,1475.75
2017-01-02 04:00,880.24,1075.09,976.04,961.21,958.21,1302.36
2017-01-02 05:00,897.69,1082.17,997.34,982.05,976.58,1529.9
2017-01-02 06:00,923.47,1071.96,1023.56,995.04,1007.56,1549.97
2017-01-02 07:00,908.02,1072.25,1013.21,997.96,985.71,1552.08
2017-01-02 08:00,1007.74,1087.32,1123.24,1088.17,1104.86,1595.54
2017-01-02 09:00,1209.91,1108.94,1323.57,1254.01,1318.05,1762.31
2017-01-02 10:00,1287.25,1134.38,1390.48,1301.36,1399.88,1854.24
2017-01-02 11:00,1321.07,1151.73,1404.18,1306.75,1430.15,1872.58
2017-01-02 12:00,1319.13,1143.17,1407.19,1298.34,1440.96,1784.25
2017-01-02 13:00,1333.34,1156.05,1410.72,1306.34,1448.96,1752.22
2017-01-02 14:00,1338.35,1167.89,1411.68,1322.82,1444.51,1850.22
2017-01-02 15:00,1304.29,1170.63,1397.19,1336.01,1402.89,1792.78
2017-01-02 16:00,1376.83,1149.22,1427.91,1357.62,1471.84,1885.03
2017-01-02 17:00,1436.08,1135.32,1441.02,1355.89,1519.53,1899.63
2017-01-02 18:00,1442.6,1150.19,1441.83,1352.32,1527.56,1917.35
2017-01-02 19:00,1449.57,1144.98,1448.37,1348.12,1538.74,1930.82
2017-01-02 20:00,1447.0,1135.39,1444.58,1322.62,1540.43,1922.17
2017-01-02 21:00,1414.37,1099.41,1431.89,1298.32,1518.46,1808.45
2017-01-02 22:00,1362.12,1101.84,1408.02,1261.72,1469.49,1804.19
2017-01-02 23:00,1236.89,1092.27,1291.85,1165.45,1327.02,1762.1
2017-01-03 00:00,1141.14,1003.96,1198.01,1076.33,1239.37,1620.61
2017-01-03 01:00,969.03,981.99,1038.03,976.52,1050.41,1547.39
2017-01-03 02:00,930.44,987.13,1001.48,954.56,1003.97,1513.25
2017-01-03 03:00,903.75,994.82,980.55,943.09,976.8,1312.91
2017-01-03 04:00,902.11,1005.54,989.31,956.38,980.33,1280.49
2017-01-03 05:00,938.41,997.76,1023.76,985.83,1015.15,1519.23
2017-01-03 06:00,957.99,999.35,1049.9,1001.83,1043.64,1539.24
2017-01-03 07:00,1005.04,992.66,1095.03,1039.93,1092.11,1557.34
2017-01-03 08:00,1213.65,1040.0,1292.8,1192.87,1309.73,1615.39
2017-01-03 09:00,1358.91,1047.37,1414.37,1276.86,1451.35,1740.25
2017-01-03 10:00,1409.62,1045.86,1441.0,1288.17,1512.35,1792.14
2017-01-03 11:00,1428.15,1048.23,1448.15,1289.46,1534.93,1796.79
2017-01-03 12:00,1422.88,1061.91,1447.99,1283.91,1536.85,1798.58
2017-01-03 13:00,1420.56,1070.72,1447.75,1290.78,1533.02,1790.73
2017-01-03 14:00,1432.94,1085.26,1449.75,1304.87,1533.61,1788.01
2017-01-03 15:00,1387.5,1080.94,1437.71,1318.76,1488.3,1908.11
2017-01-03 16:00,1449.71,1073.15,1456.54,1346.73,1533.91,1911.96
2017-01-03 17:00,1510.66,1056.16,1468.8,1324.29,1579.74,1926.02
2017-01-03 18:00,1512.67,1045.91,1468.6,1316.47,1586.83,1811.83
2017-01-03 19:00,1504.2,1042.21,1472.0,1310.61,1594.12,1808.75
2017-01-03 20:00,1483.21,1041.22,1467.69,1287.04,1590.05,1812.25
2017-01-03 21:00,1438.23,1028.27,1447.41,1250.44,1550.53,1806.11
2017-01-03 22:00,1387.68,1021.17,1417.71,1201.95,1500.47,1798.08
2017-01-03 23:00,1235.76,994.7,1265.27,1092.58,1326.69,1743.17
2017-01-04 00:00,963.53,901.68,1042.64,959.8,1071.8,1586.94
2017-01-04 01:00,871.18,888.63,939.26,884.6,961.06,1527.27
2017-01-04 02:00,817.86,887.63,888.49,852.87,903.71,1493.78
2017-01-04 03:00,777.71,888.85,853.57,839.47,860.88,1479.61
2017-01-04 04:00,794.4,900.71,881.18,865.36,885.43,1483.54
2017-01-04 05:00,843.16,910.07,939.87,923.17,940.51,1500.63
2017-01-04 06:00,886.85,920.79,996.92,982.38,989.41,1516.52
2017-01-04 07:00,912.77,917.85,1018.87,1000.78,1012.55,1549.15
2017-01-04 08:00,875.92,930.02,1107.12,1049.95,1115.8,1584.24
2017-01-04 09:00,1192.91,952.32,1290.03,1190.49,1317.07,1737.02
2017-01-04 10:00,1222.41,938.27,1298.25,1189.49,1343.03,1748.56
2017-01-04 11:00,1238.21,936.88,1302.94,1189.46,1363.43,1752.9
2017-01-04 12:00,1239.38,942.84,1303.05,1188.42,1366.22,1756.14
2017-01-04 13:00,1244.95,960.09,1303.36,1194.71,1368.11,1743.66
2017-01-04 14:00,1249.26,957.8,1305.05,1210.07,1367.48,1741.36
2017-01-04 15:00,1225.44,965.52,1301.43,1225.53,1338.54,1740.38
2017-01-04 16:00,1269.97,964.07,1315.72,1234.67,1381.27,1745.28
2017-01-04 17:00,1327.77,963.88,1327.89,1231.14,1430.5,1759.83
2017-01-04 18:00,1322.16,953.19,1325.1,1225.39,1430.91,1776.17
2017-01-04 19:00,1325.05,971.26,1332.54,1222.69,1438.47,1722.33
2017-01-04 20:00,1313.27,959.83,1326.67,1198.59,1432.75,1769.11
2017-01-04 21:00,1272.8,941.59,1302.67,1149.5,1389.87,1763.28
2017-01-04 22:00,1234.19,933.62,1279.28,1071.13,1349.1,1752.96
2017-01-04 23:00,1074.87,916.68,1113.12,988.58,1163.12,1694.28
2017-01-05 00:00,930.87,891.28,984.83,906.6,1010.67,1534.0
2017-01-05 01:00,848.05,880.69,904.49,858.53,922.7,1483.62
2017-01-05 02:00,765.73,878.89,831.74,813.38,838.1,1229.93
2017-01-05 03:00,735.17,881.25,804.04,802.87,803.22,1199.54
2017-01-05 04:00,763.08,900.66,838.23,833.83,834.66,1071.78
2017-01-05 05:00,807.39,903.45,888.58,874.65,882.13,1217.71
2017-01-05 06:00,859.72,909.31,952.5,920.59,942.43,1250.51
2017-01-05 07:00,888.89,929.04,991.62,963.35,972.04,1522.17
2017-01-05 08:00,964.93,930.29,1068.31,1001.99,1064.3,1563.65
2017-01-05 09:00,1176.98,953.77,1261.75,1136.53,1283.06,1724.09
2017-01-05 10:00,1223.82,939.73,1278.48,1139.91,1328.33,1739.39
2017-01-05 11:00,1239.72,939.16,1279.19,1137.19,1338.23,1740.41
2017-01-05 12:00,1239.14,948.35,1278.27,1136.98,1339.2,1742.75
2017-01-05 13:00,1246.52,959.56,1279.29,1143.1,1340.46,1735.57
2017-01-05 14:00,1248.69,966.7,1281.39,1161.41,1340.67,1733.14
2017-01-05 15:00,1230.32,960.97,1283.06,1187.5,1324.75,1891.88
2017-01-05 16:00,1267.26,957.71,1291.54,1195.08,1350.22,1905.31
2017-01-05 17:00,1331.46,952.97,1303.97,1187.71,1401.12,1810.49
2017-01-05 18:00,1333.8,958.65,1304.24,1184.96,1409.22,1824.9
2017-01-05 19:00,1337.34,963.11,1312.37,1184.53,1418.68,1789.42
2017-01-05 20:00,1331.72,950.03,1307.31,1160.98,1413.63,1763.68
2017-01-05 21:00,1287.47,937.7,1283.75,1116.71,1370.66,1759.95
2017-01-05 22:00,1250.36,933.77,1264.37,1067.9,1336.2,1751.02
2017-01-05 23:00,1073.03,910.52,1100.1,975.02,1140.84,1690.18
2017-01-06 00:00,1020.01,947.18,1064.13,973.79,1090.08,1542.78
2017-01-06 01:00,911.62,930.6,969.11,907.74,978.18,1501.52
2017-01-06 02:00,861.77,931.36,934.81,892.46,936.57,1241.39
2017-01-06 03:00,834.7,943.92,908.64,880.54,905.52,1110.38
2017-01-06 04:00,833.63,958.09,919.8,889.61,914.56,1115.4
2017-01-06 05:00,876.59,966.48,970.34,932.82,960.54,1180.06
2017-01-06 06:00,905.61,968.25,1007.83,974.17,993.31,1220.45
2017-01-06 07:00,936.24,968.81,1029.12,991.86,1019.57,1523.65
2017-01-06 08:00,1135.62,996.7,1229.63,1140.58,1241.86,1592.41
2017-01-06 09:00,1225.5,1001.11,1303.85,1190.87,1333.79,1639.77
2017-01-06 10:00,1296.14,972.51,1325.74,1193.46,1391.31,1710.06
2017-01-06 11:00,1308.01,978.48,1328.74,1188.0,1406.19,1712.63
2017-01-06 12:00,1289.36,986.91,1326.08,1186.4,1397.31,1715.32
2017-01-06 13:00,1285.7,1009.53,1325.72,1192.97,1395.21,1701.52
2017-01-06 14:00,1300.68,1019.91,1329.15,1209.9,1399.03,1704.26
2017-01-06 15:00,1267.83,985.73,1317.46,1219.35,1354.84,1705.12
2017-01-06 16:00,1337.59,978.1,1338.12,1236.54,1409.55,1879.68
2017-01-06 17:00,1391.75,997.73,1348.46,1222.8,1459.57,1926.98
2017-01-06 18:00,1387.56,989.23,1349.88,1225.05,1463.4,1774.84
2017-01-06 19:00,1379.97,1008.61,1353.73,1220.84,1461.97,1699.96
2017-01-06 20:00,1374.67,994.08,1348.86,1194.87,1458.23,1774.89
2017-01-06 21:00,1312.7,971.97,1328.01,1161.79,1412.03,1763.39
2017-01-06 22:00,1247.11,962.07,1274.79,1099.21,1343.43,1755.09
2017-01-06 23:00,1057.82,946.91,1092.84,981.12,1135.3,1605.07
2017-01-07 00:00,1012.93,940.06,1064.93,948.44,1120.18,1539.61
2017-01-07 01:00,949.35,931.37,992.45,904.13,1031.07,1263.34
2017-01-07 02:00,903.38,926.69,953.4,885.41,984.65,1181.03
2017-01-07 03:00,865.44,907.4,917.35,867.25,940.14,1104.45
2017-01-07 04:00,860.42,949.6,922.96,876.69,940.65,1109.63
2017-01-07 05:00,900.45,957.62,964.12,904.22,981.4,1160.22
2017-01-07 06:00,947.84,970.36,1010.26,955.15,1020.67,1225.1
2017-01-07 07:00,957.99,970.23,1022.13,968.3,1031.5,1260.67
2017-01-07 08:00,1018.63,967.21,1087.64,1004.09,1112.22,1557.78
2017-01-07 09:00,1209.74,1003.04,1256.73,1126.5,1306.81,1609.62
2017-01-07 10:00,1236.11,978.16,1263.19,1121.5,1335.79,1629.89
2017-01-07 11:00,1252.02,980.68,1263.83,1118.78,1347.69,1638.33
2017-01-07 12:00,1250.57,989.74,1263.48,1118.28,1350.93,1641.01
2017-01-07 13:00,1256.61,995.61,1263.51,1124.07,1350.88,1634.88
2017-01-07 14:00,1251.09,996.3,1264.95,1141.22,1348.32,1630.56
2017-01-07 15:00,1246.28,1002.61,1269.93,1161.19,1348.18,1613.45
2017-01-07 16:00,1271.72,997.95,1276.25,1172.23,1364.61,1635.95
2017-01-07 17:00,1347.31,991.29,1289.39,1163.33,1424.27,1660.94
2017-01-07 18:00,1345.93,986.23,1285.77,1153.59,1427.43,1745.11
2017-01-07 19:00,1331.93,988.66,1284.84,1148.38,1417.35,1747.79
2017-01-07 20:00,1324.32,976.19,1282.15,1128.44,1414.71,1740.06
2017-01-07 21:00,1288.71,960.47,1268.86,1091.18,1390.34,1743.6
2017-01-07 22:00,1263.14,956.43,1252.5,1051.07,1355.24,1745.77
2017-01-07 23:00,1107.42,943.9,1126.6,980.17,1202.02,1592.87
2017-01-08 00:00,963.45,929.06,997.95,903.42,1043.34,1525.29
2017-01-08 01:00,908.61,922.17,943.47,874.85,979.72,1256.64
2017-01-08 02:00,829.42,916.39,875.88,838.35,898.96,1091.21
2017-01-08 03:00,800.85,914.67,850.34,823.35,867.01,1025.57
2017-01-08 04:00,803.21,929.57,864.5,844.58,874.3,1040.5
2017-01-08 05:00,823.2,945.67,890.86,868.06,895.49,1064.66
2017-01-08 06:00,884.95,967.47,954.52,918.21,961.77,1190.18
2017-01-08 07:00,903.43,969.31,979.56,952.45,983.74,1273.23
2017-01-08 08:00,961.63,967.04,1052.17,999.33,1058.87,1537.7
2017-01-08 09:00,1177.54,1007.98,1256.71,1142.75,1296.41,1599.24
2017-01-08 10:00,1227.01,987.1,1267.08,1139.42,1331.01,1620.4
2017-01-08 11:00,1245.08,988.61,1269.15,1139.52,1341.51,1628.41
2017-01-08 12:00,1245.27,997.83,1269.05,1139.88,1344.19,1625.76
2017-01-08 13:00,1241.81,999.19,1269.94,1147.13,1345.63,1618.72
2017-01-08 14:00,1246.7,1014.6,1272.63,1158.6,1348.57,1617.3
2017-01-08 15:00,1250.95,998.83,1278.98,1173.2,1353.56,1609.4
2017-01-08 16:00,1265.89,997.18,1283.06,1183.56,1362.75,1652.68
2017-01-08 17:00,1329.56,992.63,1294.92,1172.74,1416.01,1638.96
2017-01-08 18:00,1330.79,993.84,1291.52,1163.98,1419.19,1760.86
2017-01-08 19:00,1311.03,994.38,1289.25,1157.55,1404.06,1763.29
2017-01-08 20:00,1296.37,977.75,1285.13,1132.98,1399.45,1757.39
2017-01-08 21:00,1270.15,959.93,1271.29,1089.49,1377.21,1757.91
2017-01-08 22:00,1241.45,950.89,1249.66,1025.78,1340.9,1745.21
2017-01-08 23:00,1093.62,937.35,1121.24,971.49,1193.32,1573.75
2017-01-09 00:00,947.1,897.1,972.55,896.65,1005.48,1516.88
2017-01-09 01:00,880.36,889.38,917.49,866.22,941.51,1244.39
2017-01-09 02:00,841.51,892.87,875.0,833.9,891.38,1090.7
2017-01-09 03:00,805.78,900.9,852.85,828.01,857.87,1045.95
2017-01-09 04:00,864.73,928.79,925.77,894.32,922.86,1093.63
2017-01-09 05:00,884.83,943.94,980.03,947.35,960.52,1152.11
2017-01-09 06:00,921.84,939.61,1040.32,985.85,1019.87,1521.15
2017-01-09 07:00,1118.33,970.79,1298.06,1160.18,1299.91,1781.27
2017-01-09 08:00,1191.83,965.93,1319.37,1156.24,1372.93,1844.19
2017-01-09 09:00,1264.94,961.9,1332.99,1152.04,1431.02,1779.95
2017-01-09 10:00,1270.33,958.89,1333.36,1149.36,1440.48,1937.63
2017-01-09 11:00,1261.08,947.52,1328.47,1143.52,1431.35,1939.54
2017-01-09 12:00,1243.89,955.18,1330.43,1137.08,1425.76,1782.06
2017-01-09 13:00,1248.62,961.43,1331.72,1143.55,1429.58,1774.1
2017-01-09 14:00,1254.23,968.03,1333.81,1155.74,1430.22,1772.46
2017-01-09 15:00,1219.89,966.48,1327.93,1171.76,1398.87,1795.23
2017-01-09 16:00,1239.96,960.24,1327.11,1173.01,1410.02,1787.48
2017-01-09 17:00,1263.14,962.26,1326.71,1164.44,1431.24,1953.97
2017-01-09 18:00,1263.4,947.86,1321.79,1147.26,1435.41,1960.21
2017-01-09 19:00,1261.48,947.26,1328.67,1136.67,1441.48,1794.39
2017-01-09 20:00,1235.87,934.0,1321.1,1105.58,1427.93,1790.4
2017-01-09 21:00,1237.02,901.95,1304.2,1016.28,1400.91,1790.11
2017-01-09 22:00,1108.55,902.35,1157.44,966.53,1231.0,1741.11
2017-01-09 23:00,973.29,889.43,1037.52,919.18,1078.39,1570.34
2017-01-10 00:00,886.93,871.02,945.14,859.13,979.19,1533.84
2017-01-10 01:00,790.3,866.35,860.24,820.43,876.83,1070.81
2017-01-10 02:00,740.64,875.44,819.56,801.05,824.12,1016.62
2017-01-10 03:00,739.94,896.9,829.56,816.03,827.16,1015.01
2017-01-10 04:00,765.88,921.58,869.48,859.61,858.26,1138.59
2017-01-10 05:00,873.96,943.47,1000.05,968.56,981.52,1211.37
2017-01-10 06:00,896.11,939.41,1043.15,1005.28,1019.75,1551.63
2017-01-10 07:00,1087.04,972.74,1294.6,1172.23,1295.95,1659.75
2017-01-10 08:00,1178.96,959.99,1324.55,1180.21,1379.59,1780.88
2017-01-10 09:00,1247.95,958.47,1343.59,1185.9,1438.68,1701.78
2017-01-10 10:00,1264.54,951.51,1343.72,1177.48,1452.14,1720.29
2017-01-10 11:00,1254.49,940.86,1337.19,1171.64,1440.6,1716.09
2017-01-10 12:00,1225.03,952.59,1336.41,1169.91,1426.71,1806.83
2017-01-10 13:00,1236.06,958.03,1338.14,1173.07,1432.84,1801.43
2017-01-10 14:00,1233.75,958.55,1337.92,1182.41,1429.7,1797.25
2017-01-10 15:00,1199.36,960.64,1324.16,1187.33,1390.61,1793.26
2017-01-10 16:00,1237.88,949.53,1330.98,1172.06,1419.53,1798.71
2017-01-10 17:00,1271.57,957.65,1334.12,1167.91,1458.77,1817.54
2017-01-10 18:00,1256.3,940.37,1320.1,1145.26,1445.92,1725.44
2017-01-10 19:00,1244.85,938.37,1328.65,1143.88,1437.71,1747.24
2017-01-10 20:00,1212.35,918.85,1310.68,1105.37,1411.59,1738.53
2017-01-10 21:00,1203.22,886.89,1290.71,1026.69,1373.24,1737.26
2017-01-10 22:00,1059.54,888.23,1133.17,968.35,1189.38,1742.99
2017-01-10 23:00,959.98,885.84,1027.7,923.91,1058.89,1590.58
2017-01-11 00:00,909.63,900.68,984.31,898.09,1010.54,1545.46
2017-01-11 01:00,835.11,895.78,917.52,855.67,934.74,1501.41
2017-01-11 02:00,786.06,905.07,877.9,841.06,883.41,1072.45
2017-01-11 03:00,743.44,919.09,847.13,833.63,840.29,1489.48
2017-01-11 04:00,784.86,943.45,907.44,888.04,891.38,1502.55
2017-01-11 05:00,858.54,958.73,999.13,974.24,976.32,1529.15
2017-01-11 06:00,868.8,949.9,1037.27,1013.3,1007.65,1583.39
2017-01-11 07:00,948.44,963.64,1135.53,1083.93,1110.07,1616.25
2017-01-11 08:00,1125.81,974.74,1342.07,1200.36,1341.76,1774.72
2017-01-11 09:00,1194.71,966.59,1357.29,1204.06,1395.89,1798.81
2017-01-11 10:00,1215.06,968.42,1340.62,1196.95,1411.59,1806.7
2017-01-11 11:00,1206.31,953.6,1337.12,1191.75,1402.43,1806.17
2017-01-11 12:00,1186.6,957.94,1333.83,1186.61,1388.62,1805.05
2017-01-11 13:00,1195.26,965.12,1335.46,1192.83,1393.38,1802.8
2017-01-11 14:00,1192.28,973.38,1337.12,1204.98,1392.55,1800.11
2017-01-11 15:00,1171.75,956.17,1328.21,1214.33,1365.6,1797.78
2017-01-11 16:00,1198.52,963.58,1330.95,1198.25,1387.62,1709.06
2017-01-11 17:00,1229.33,977.54,1335.8,1196.59,1418.25,1788.32
2017-01-11 18:00,1219.14,962.84,1325.61,1176.63,1411.85,1815.36
2017-01-11 19:00,1204.46,961.96,1328.18,1168.36,1405.47,1838.78
2017-01-11 20:00,1177.22,942.42,1307.46,1122.84,1381.42,1786.23
2017-01-11 21:00,1174.37,922.02,1270.8,1064.46,1351.71,1778.25
2017-01-11 22:00,1021.89,885.3,1122.51,966.27,1165.84,1672.88
2017-01-11 23:00,954.15,891.07,1050.24,931.08,1077.67,1587.12
2017-01-12 00:00,860.52,907.57,964.62,887.47,990.36,1130.75
2017-01-12 01:00,777.92,902.49,884.35,839.82,895.71,1004.7
2017-01-12 02:00,738.97,912.1,851.07,826.93,852.6,946.97
2017-01-12 03:00,725.64,931.18,848.7,832.62,840.96,928.72
2017-01-12 04:00,687.43,952.83,905.35,883.38,890.28,971.69
2017-01-12 05:00,826.12,973.99,987.65,954.61,959.47,1049.91
2017-01-12 06:00,721.41,956.41,1045.0,1005.42,1010.49,1203.19
2017-01-12 07:00,813.98,987.29,1154.65,1072.03,1150.38,1531.02
2017-01-12 08:00,1045.88,1017.35,1381.59,1205.31,1413.85,1659.65
2017-01-12 09:00,1083.31,990.78,1387.27,1188.17,1456.82,1685.59
2017-01-12 10:00,1224.16,993.74,1368.21,1179.52,1461.82,1736.86
2017-01-12 11:00,1219.77,973.01,1365.58,1170.13,1456.1,1734.12
2017-01-12 12:00,1202.48,977.62,1365.42,1169.62,1445.21,1731.1
2017-01-12 13:00,1219.26,988.21,1370.41,1174.94,1453.59,1726.76
2017-01-12 14:00,1223.57,978.63,1371.77,1185.94,1453.51,1723.58
2017-01-12 15:00,1192.53,975.52,1356.58,1188.52,1418.99,1725.22
2017-01-12 16:00,1225.2,994.32,1383.79,1202.53,1447.0,1679.11
2017-01-12 17:00,1248.84,1002.05,1383.98,1201.24,1465.29,1706.04
2017-01-12 18:00,1236.66,985.83,1358.8,1183.42,1458.51,1752.78
2017-01-12 19:00,1231.61,970.23,1362.72,1170.69,1454.68,1764.31
2017-01-12 20:00,1206.87,957.68,1343.85,1131.92,1434.05,1681.53
2017-01-12 21:00,1184.42,948.71,1280.64,1064.62,1369.47,1648.17
2017-01-12 22:00,976.65,922.52,1068.36,941.71,1112.79,1535.15
2017-01-12 23:00,961.54,915.9,1049.59,929.63,1081.49,1496.99
2017-01-13 00:00,899.9,909.08,983.31,886.51,1010.29,1201.85
2017-01-13 01:00,834.07,842.4,918.05,851.71,934.87,1071.29
2017-01-13 02:00,783.51,904.55,879.81,838.64,883.45,1008.5
2017-01-13 03:00,773.06,942.96,879.63,844.48,875.72,989.18
2017-01-13 04:00,804.78,964.38,930.92,892.81,916.74,1027.95
2017-01-13 05:00,853.77,955.03,1009.65,956.03,979.85,1118.46
2017-01-13 06:00,897.81,962.73,1083.42,1012.25,1051.68,1265.72
2017-01-13 07:00,1028.15,997.06,1240.06,1123.0,1238.92,1606.45
2017-01-13 08:00,1189.29,1020.54,1394.72,1200.58,1425.15,1705.63
2017-01-13 09:00,1241.53,983.85,1407.95,1195.09,1478.65,1769.26
2017-01-13 10:00,1265.28,987.11,1408.79,1188.24,1500.69,1785.69
2017-01-13 11:00,1250.09,986.69,1402.93,1173.7,1486.52,1767.44
2017-01-13 12:00,1230.68,992.3,1396.08,1168.12,1464.66,1760.22
2017-01-13 13:00,1241.43,998.09,1399.09,1170.4,1472.9,1751.39
2017-01-13 14:00,1238.89,991.84,1398.1,1178.67,1467.15,1744.53
2017-01-13 15:00,1212.94,985.05,1387.09,1191.24,1439.26,1750.95
2017-01-13 16:00,1239.92,1011.46,1391.56,1198.67,1450.32,1733.6
2017-01-13 17:00,1280.66,1017.81,1396.13,1194.71,1480.39,1763.23
2017-01-13 18:00,1266.88,1004.27,1388.27,1171.36,1476.93,1804.69
2017-01-13 19:00,1257.82,1011.17,1377.44,1164.63,1473.74,1786.45
2017-01-13 20:00,1239.89,985.21,1361.33,1133.61,1455.37,1781.59
2017-01-13 21:00,1248.98,966.93,1346.18,1071.78,1438.91,1782.45
2017-01-13 22:00,1171.84,955.95,1203.92,990.69,1297.83,1722.13
2017-01-13 23:00,1078.25,947.13,1129.75,962.14,1189.35,1591.26
2017-01-14 00:00,1005.66,968.31,1079.02,948.97,1120.78,1526.36
2017-01-14 01:00,931.31,958.88,998.34,916.71,1014.31,1462.63
2017-01-14 02:00,904.28,973.41,978.56,908.36,992.98,1163.24
2017-01-14 03:00,882.41,981.07,968.71,905.74,977.55,1134.05
2017-01-14 04:00,892.31,994.07,986.44,922.9,989.89,1152.46
2017-01-14 05:00,908.45,1017.1,1019.02,963.95,1012.03,1199.8
2017-01-14 06:00,927.06,1011.86,1036.92,982.67,1026.2,1467.76
2017-01-14 07:00,951.72,1020.69,1092.27,1021.5,1082.99,1527.61
2017-01-14 08:00,1133.17,1041.29,1283.44,1162.81,1290.19,1629.02
2017-01-14 09:00,1194.86,1029.51,1301.54,1173.85,1352.36,1663.43
2017-01-14 10:00,1229.89,1033.79,1302.25,1167.06,1368.94,1675.32
2017-01-14 11:00,1244.91,1037.32,1301.96,1162.09,1375.52,1675.35
2017-01-14 12:00,1238.58,1045.87,1297.38,1160.34,1368.52,1671.74
2017-01-14 13:00,1241.51,1054.95,1296.62,1165.26,1366.06,1668.03
2017-01-14 14:00,1238.24,1066.08,1297.66,1179.48,1364.27,1664.34
2017-01-14 15:00,1236.93,1063.99,1301.27,1191.78,1363.98,1664.01
2017-01-14 16:00,1257.5,1043.88,1310.65,1205.23,1378.84,1704.56
2017-01-14 17:00,1314.49,1049.24,1329.16,1199.16,1421.57,1691.94
2017-01-14 18:00,1310.66,1036.2,1318.32,1182.76,1416.87,1776.98
2017-01-14 19:00,1278.73,1028.57,1307.92,1164.78,1392.85,1782.92
2017-01-14 20:00,1278.52,1004.78,1304.01,1142.39,1399.92,1784.11
2017-01-14 21:00,1247.55,1003.36,1290.0,1108.88,1370.28,1766.87
2017-01-14 22:00,1206.65,990.52,1270.06,1067.43,1341.03,1749.66
2017-01-14 23:00,1021.09,963.52,1085.12,960.97,1123.66,1567.36
2017-01-15 00:00,971.14,934.56,1037.77,932.57,1063.64,1519.7
2017-01-15 01:00,903.5,924.84,960.14,890.99,976.25,1438.76
2017-01-15 02:00,832.13,919.08,896.72,849.56,902.7,1387.75
2017-01-15 03:00,808.97,926.26,880.54,842.55,880.76,1029.2
2017-01-15 04:00,803.47,943.64,884.73,853.63,881.07,1048.02
2017-01-15 05:00,847.91,958.26,934.95,894.22,925.33,1245.65
2017-01-15 06:00,867.72,958.42,958.72,913.78,946.15,1420.68
2017-01-15 07:00,878.7,962.59,982.3,940.88,961.47,1488.11
2017-01-15 08:00,934.4,956.12,1037.97,961.73,1025.73,1496.41
2017-01-15 09:00,1082.98,979.82,1205.99,1082.31,1211.8,1603.97
2017-01-15 10:00,1198.47,984.88,1282.89,1136.07,1320.2,1644.58
2017-01-15 11:00,1211.98,987.74,1283.65,1135.16,1331.56,1647.81
2017-01-15 12:00,1215.53,991.62,1283.46,1136.64,1334.7,1645.56
2017-01-15 13:00,1216.06,1018.18,1284.37,1146.48,1332.9,1643.38
2017-01-15 14:00,1219.99,998.39,1287.79,1164.56,1334.24,1641.88
2017-01-15 15:00,1216.25,1032.75,1292.38,1188.78,1335.31,1786.88
2017-01-15 16:00,1241.49,1003.23,1299.01,1195.25,1354.34,1680.64
2017-01-15 17:00,1267.97,1013.7,1302.12,1185.15,1376.49,1833.73
2017-01-15 18:00,1273.75,1006.55,1300.22,1168.76,1381.25,1766.72
2017-01-15 19:00,1258.74,1001.98,1297.03,1160.15,1369.53,1765.97
2017-01-15 20:00,1251.21,978.17,1291.24,1128.59,1372.16,1764.4
