timestep,consumption_eur,consumption_sib,price_eur,price_sib
2006-09-01 00:00,62341,17916,275.22,0.00
2006-09-01 01:00,60625,17467,0.00,0.00
2006-09-01 02:00,59685,17161,0.00,0.00
2006-09-01 03:00,59500,17061,0.00,0.00
2006-09-01 04:00,60617,17074,0.00,0.00
2006-09-01 05:00,62262,17273,29.96,0.00
2006-09-01 06:00,64503,17625,343.73,0.00
2006-09-01 07:00,68316,18074,440.01,0.00
2006-09-01 08:00,71802,18698,462.64,0.00
2006-09-01 09:00,73390,19195,471.93,0.00
2006-09-01 10:00,73814,19482,485.33,0.00
2006-09-01 11:00,73548,19525,469.21,0.00
2006-09-01 12:00,72991,19353,486.96,0.00
2006-09-01 13:00,73472,19293,548.62,0.00
2006-09-01 14:00,73072,19355,546.23,0.00
2006-09-01 15:00,72058,19308,545.57,0.00
2006-09-01 16:00,71257,19143,549.21,0.00
2006-09-01 17:00,70177,19088,497.24,0.00
2006-09-01 18:00,69913,19095,432.99,0.00
2006-09-01 19:00,70752,19134,444.95,0.00
2006-09-01 20:00,72906,19421,458.19,0.00
2006-09-01 21:00,72680,19767,472.21,0.00
2006-09-01 22:00,69211,19585,503.33,0.00
2006-09-01 23:00,65985,18736,427.16,0.00
2006-09-02 00:00,62377,17902,372.13,0.00
2006-09-02 01:00,60784,17415,331.63,0.00
2006-09-02 02:00,59588,17162,0.00,0.00
2006-09-02 03:00,59107,17056,0.00,0.00
2006-09-02 04:00,59100,17026,0.00,0.00
2006-09-02 05:00,60272,17015,24.47,0.00
2006-09-02 06:00,60734,17224,0.00,0.00
2006-09-02 07:00,62203,17452,324.74,0.00
2006-09-02 08:00,64702,17831,335.53,0.00
2006-09-02 09:00,67110,18466,413.42,0.00
2006-09-02 10:00,67762,18698,428.21,0.00
2006-09-02 11:00,67284,18676,370.49,0.00
2006-09-02 12:00,67513,18584,454.63,0.00
2006-09-02 13:00,66688,18620,395.69,0.00
2006-09-02 14:00,66832,18569,447.36,0.00
2006-09-02 15:00,66552,18466,475.13,0.00
2006-09-02 16:00,66454,18361,474.36,0.00
2006-09-02 17:00,66106,18453,445.71,0.00
2006-09-02 18:00,66473,18517,443.75,0.00
2006-09-02 19:00,67565,18697,447.25,0.00
2006-09-02 20:00,70041,19013,470.86,0.00
2006-09-02 21:00,70157,19355,541.12,0.00
2006-09-02 22:00,66949,19267,475.93,0.00
2006-09-02 23:00,63389,18411,430.72,0.00
2006-09-03 00:00,61034,17828,0.00,0.00
2006-09-03 01:00,59461,17419,0.00,0.00
2006-09-03 02:00,58351,17130,0.00,0.00
2006-09-03 03:00,57847,16980,0.00,0.00
2006-09-03 04:00,58300,16926,0.00,0.00
2006-09-03 05:00,58594,17007,0.00,0.00
2006-09-03 06:00,59289,17184,0.00,0.00
2006-09-03 07:00,59575,17415,0.00,0.00
2006-09-03 08:00,61790,17652,0.00,0.00
2006-09-03 09:00,63608,18066,0.00,0.00
2006-09-03 10:00,64716,18323,333.75,0.00
2006-09-03 11:00,64639,18360,333.47,0.00
2006-09-03 12:00,64592,18384,339.14,0.00
2006-09-03 13:00,64580,18373,354.12,0.00
2006-09-03 14:00,64318,18384,348.74,0.00
2006-09-03 15:00,64458,18368,350.55,0.00
2006-09-03 16:00,64684,18372,365.80,0.00
2006-09-03 17:00,65322,18456,364.68,0.00
2006-09-03 18:00,65954,18588,379.49,0.00
2006-09-03 19:00,67277,18749,388.73,0.00
2006-09-03 20:00,69808,19146,488.00,18.86
2006-09-03 21:00,70250,19531,514.92,276.99
2006-09-03 22:00,66733,19397,375.61,242.27
2006-09-03 23:00,64017,18487,367.05,0.00
2006-09-04 00:00,61505,17932,398.00,0.00
2006-09-04 01:00,59967,17460,0.00,0.00
2006-09-04 02:00,59088,17169,0.00,0.00
2006-09-04 03:00,58853,17064,0.00,0.00
2006-09-04 04:00,59522,17173,0.00,0.00
2006-09-04 05:00,61954,17356,24.63,0.00
2006-09-04 06:00,64482,17811,260.43,0.00
2006-09-04 07:00,68264,18343,423.90,0.00
2006-09-04 08:00,72257,18865,414.66,0.00
2006-09-04 09:00,74716,19351,441.21,0.00
2006-09-04 10:00,74724,19560,452.05,0.00
2006-09-04 11:00,74584,19533,453.58,0.00
2006-09-04 12:00,74185,19403,443.27,0.00
2006-09-04 13:00,74479,19352,469.41,0.00
2006-09-04 14:00,73897,19356,466.26,0.00
2006-09-04 15:00,73208,19297,496.71,0.00
2006-09-04 16:00,72355,19273,486.77,0.00
2006-09-04 17:00,71383,19175,427.69,0.00
2006-09-04 18:00,71302,19272,427.91,0.00
2006-09-04 19:00,72462,19330,436.85,0.00
2006-09-04 20:00,74464,19568,512.62,18.74
2006-09-04 21:00,73986,19987,485.73,0.08
2006-09-04 22:00,70296,19800,418.73,0.06
2006-09-04 23:00,66834,18827,370.36,0.00
2006-09-05 00:00,62896,18006,0.00,0.00
2006-09-05 01:00,61094,17590,0.00,0.00
2006-09-05 02:00,60307,17359,0.00,0.00
2006-09-05 03:00,59991,17111,0.00,0.00
2006-09-05 04:00,61226,17268,0.00,0.00
2006-09-05 05:00,62969,17467,0.00,0.00
2006-09-05 06:00,65733,17883,297.65,0.00
2006-09-05 07:00,69633,18428,369.03,0.00
2006-09-05 08:00,73397,18885,461.64,0.00
2006-09-05 09:00,74808,19414,463.33,0.00
2006-09-05 10:00,75245,19599,483.04,0.00
2006-09-05 11:00,74923,19586,481.61,0.00
2006-09-05 12:00,74471,19489,481.77,0.00
2006-09-05 13:00,74596,19458,482.68,0.00
2006-09-05 14:00,74192,19480,485.89,0.00
2006-09-05 15:00,73525,19416,506.88,0.00
2006-09-05 16:00,72688,19364,503.68,255.55
2006-09-05 17:00,71822,19336,481.50,267.84
2006-09-05 18:00,71933,19410,475.10,272.73
2006-09-05 19:00,73117,19522,475.63,19.02
2006-09-05 20:00,75208,19819,486.20,22.44
2006-09-05 21:00,74281,20106,513.16,0.00
2006-09-05 22:00,70484,19888,436.39,0.00
2006-09-05 23:00,66836,18946,317.73,0.00
2006-09-06 00:00,62764,18448,0.00,0.00
2006-09-06 01:00,61236,18034,0.00,0.00
2006-09-06 02:00,60359,17793,0.00,0.00
2006-09-06 03:00,60298,17625,0.00,0.00
2006-09-06 04:00,61200,17676,0.00,0.00
2006-09-06 05:00,63920,17937,398.00,0.00
2006-09-06 06:00,66636,18353,246.37,0.00
2006-09-06 07:00,70206,18877,443.11,0.00
2006-09-06 08:00,72705,19336,445.23,0.00
2006-09-06 09:00,74956,19798,472.47,8.83
2006-09-06 10:00,75165,20036,481.65,0.00
2006-09-06 11:00,74940,20068,482.08,0.00
2006-09-06 12:00,74081,19924,473.51,0.00
2006-09-06 13:00,74230,19828,482.76,0.00
2006-09-06 14:00,73744,19838,480.35,0.00
2006-09-06 15:00,73216,19774,486.67,0.00
2006-09-06 16:00,72175,19758,499.08,0.00
2006-09-06 17:00,71436,19729,467.65,0.00
2006-09-06 18:00,71873,19774,469.97,8.80
2006-09-06 19:00,73223,19866,477.43,23.21
2006-09-06 20:00,75063,20148,486.36,23.16
2006-09-06 21:00,74111,20427,480.50,16.72
2006-09-06 22:00,69892,20213,442.30,0.00
2006-09-06 23:00,66443,19260,331.85,0.00
2006-09-07 00:00,65614,18407,415.32,0.00
2006-09-07 01:00,63851,17928,313.08,0.00
2006-09-07 02:00,62941,17700,217.68,0.00
2006-09-07 03:00,62710,17590,208.12,0.00
2006-09-07 04:00,63361,17590,258.94,0.00
2006-09-07 05:00,65293,17827,367.69,0.00
2006-09-07 06:00,67784,18263,366.58,0.00
2006-09-07 07:00,71894,18844,460.20,0.00
2006-09-07 08:00,75342,19384,491.13,0.00
2006-09-07 09:00,77426,19827,515.63,0.00
2006-09-07 10:00,77689,20053,535.45,0.00
2006-09-07 11:00,77268,20048,534.30,0.00
2006-09-07 12:00,76715,19884,515.86,0.00
2006-09-07 13:00,76927,19784,542.66,0.00
2006-09-07 14:00,76638,19826,538.19,0.00
2006-09-07 15:00,75687,19799,538.55,0.00
2006-09-07 16:00,74853,19744,527.67,0.00
2006-09-07 17:00,74035,19733,505.14,0.02
2006-09-07 18:00,74426,19796,510.92,282.84
2006-09-07 19:00,75804,19893,513.52,286.06
2006-09-07 20:00,77933,20183,537.70,285.00
2006-09-07 21:00,76832,20490,534.95,271.36
2006-09-07 22:00,72821,20281,485.21,0.00
2006-09-07 23:00,69033,19287,459.38,0.00
2006-09-08 00:00,64360,18687,419.65,0.00
2006-09-08 01:00,62651,18237,343.18,0.00
2006-09-08 02:00,61708,17974,285.00,0.00
2006-09-08 03:00,61616,17870,279.16,0.00
2006-09-08 04:00,62458,17876,258.88,0.00
2006-09-08 05:00,64499,18091,359.97,0.00
2006-09-08 06:00,67358,18577,447.03,277.82
2006-09-08 07:00,71534,19163,487.85,277.72
2006-09-08 08:00,74919,19595,503.47,278.88
2006-09-08 09:00,76915,19927,554.25,276.90
2006-09-08 10:00,77172,19986,578.65,275.67
2006-09-08 11:00,76651,20021,568.80,274.55
2006-09-08 12:00,75941,19909,559.55,273.44
2006-09-08 13:00,76072,19775,588.70,271.80
2006-09-08 14:00,75668,19794,550.97,271.97
2006-09-08 15:00,74899,19813,558.60,271.49
2006-09-08 16:00,74024,19744,556.49,0.01
2006-09-08 17:00,73025,19715,545.66,0.00
2006-09-08 18:00,73380,19793,539.05,0.03
2006-09-08 19:00,75031,19831,537.09,0.06
2006-09-08 20:00,77209,20014,541.87,252.29
2006-09-08 21:00,75904,20420,555.29,0.01
2006-09-08 22:00,72001,20252,517.50,0.00
2006-09-08 23:00,68208,19396,493.26,0.00
2006-09-09 00:00,64894,18620,448.97,0.00
2006-09-09 01:00,63451,18181,427.82,0.00
2006-09-09 02:00,62386,17943,416.68,0.00
2006-09-09 03:00,61915,17813,361.67,0.00
2006-09-09 04:00,62082,17780,361.96,0.00
2006-09-09 05:00,62884,17946,339.54,0.00
2006-09-09 06:00,63112,18297,315.63,0.00
2006-09-09 07:00,64925,18597,420.15,0.00
2006-09-09 08:00,67399,18907,455.64,18.65
2006-09-09 09:00,69244,19168,448.41,22.40
2006-09-09 10:00,69675,19314,438.45,22.33
2006-09-09 11:00,69834,19287,440.53,18.76
2006-09-09 12:00,69358,19286,440.55,22.22
2006-09-09 13:00,69092,19199,440.33,18.76
2006-09-09 14:00,68730,19182,450.33,18.58
2006-09-09 15:00,68534,19138,446.33,18.52
2006-09-09 16:00,68538,19136,444.07,18.75
2006-09-09 17:00,68438,19202,437.63,22.31
2006-09-09 18:00,69008,19206,441.20,0.00
2006-09-09 19:00,70512,19347,468.33,0.00
2006-09-09 20:00,72761,19726,491.80,20.13
2006-09-09 21:00,72563,20079,482.44,0.00
2006-09-09 22:00,69355,19896,455.33,0.00
2006-09-09 23:00,66621,19017,470.98,0.00
2006-09-10 00:00,62807,18449,343.57,0.00
2006-09-10 01:00,61986,18006,328.45,0.00
2006-09-10 02:00,61109,17774,274.83,0.00
2006-09-10 03:00,60762,17612,260.32,0.00
2006-09-10 04:00,60540,17528,244.29,0.00
2006-09-10 05:00,61084,17640,262.07,0.00
2006-09-10 06:00,61870,17858,268.52,0.00
2006-09-10 07:00,62000,18113,120.18,0.00
2006-09-10 08:00,64008,18376,350.55,18.87
2006-09-10 09:00,65862,18680,360.10,19.28
2006-09-10 10:00,66884,18840,391.04,19.00
2006-09-10 11:00,67250,18825,400.59,19.14
2006-09-10 12:00,67160,18853,404.09,19.16
2006-09-10 13:00,67010,18787,413.81,19.06
2006-09-10 14:00,66882,18743,412.43,19.01
2006-09-10 15:00,66901,18730,415.90,18.85
2006-09-10 16:00,67102,18726,420.64,19.13
2006-09-10 17:00,67323,18791,382.31,19.11
2006-09-10 18:00,68323,18865,424.87,23.36
2006-09-10 19:00,71928,19058,469.48,0.00
2006-09-10 20:00,74356,19452,516.03,20.31
2006-09-10 21:00,72585,19893,567.15,0.00
2006-09-10 22:00,69167,19666,465.05,0.00
2006-09-10 23:00,66546,18738,472.42,0.00
2006-09-11 00:00,63911,18193,380.57,0.00
2006-09-11 01:00,62446,17796,290.67,0.00
2006-09-11 02:00,61568,17540,277.65,0.00
2006-09-11 03:00,61421,17490,262.66,0.00
2006-09-11 04:00,62228,17461,272.33,0.00
2006-09-11 05:00,64544,17628,347.60,0.00
2006-09-11 06:00,67486,18023,461.84,0.00
2006-09-11 07:00,71775,18573,502.69,0.00
2006-09-11 08:00,75363,19061,526.53,0.00
2006-09-11 09:00,77294,19437,559.00,17.99
2006-09-11 10:00,77400,19623,612.34,0.00
2006-09-11 11:00,77201,19645,620.95,17.85
2006-09-11 12:00,77149,19518,576.94,0.00
2006-09-11 13:00,76952,19388,619.54,0.00
2006-09-11 14:00,76282,19420,612.75,0.00
2006-09-11 15:00,75724,19345,591.91,0.00
2006-09-11 16:00,74850,19271,560.55,0.00
2006-09-11 17:00,74336,19248,549.33,0.00
2006-09-11 18:00,74429,19249,542.40,0.00
2006-09-11 19:00,76159,19355,570.52,19.99
2006-09-11 20:00,77761,19731,588.49,20.48
2006-09-11 21:00,76161,20102,650.02,0.00
2006-09-11 22:00,72561,19858,545.12,0.00
2006-09-11 23:00,68775,19019,496.17,0.00
2006-09-12 00:00,65577,17959,380.99,0.00
2006-09-12 01:00,63972,17635,307.89,0.00
2006-09-12 02:00,63156,17467,270.69,0.00
2006-09-12 03:00,63074,17371,260.59,0.00
2006-09-12 04:00,63705,17345,291.62,0.00
2006-09-12 05:00,65972,17649,390.37,0.00
2006-09-12 06:00,68978,18100,440.34,0.00
2006-09-12 07:00,73149,18574,500.68,0.00
2006-09-12 08:00,76110,18948,494.71,0.00
2006-09-12 09:00,77910,19275,580.08,0.00
2006-09-12 10:00,78219,19387,561.97,0.00
2006-09-12 11:00,77836,19283,577.84,0.00
2006-09-12 12:00,77162,19164,566.74,0.00
2006-09-12 13:00,77276,19143,580.37,0.00
2006-09-12 14:00,76765,19148,586.98,0.00
2006-09-12 15:00,75952,19108,566.73,0.00
2006-09-12 16:00,75318,19022,547.09,0.00
2006-09-12 17:00,74294,18937,540.53,0.00
2006-09-12 18:00,74689,18990,531.30,0.00
2006-09-12 19:00,76408,19033,521.89,0.00
2006-09-12 20:00,78343,19347,558.04,0.00
2006-09-12 21:00,76719,19789,673.67,0.00
2006-09-12 22:00,72711,19587,535.68,0.00
2006-09-12 23:00,68990,18806,490.86,0.00
2006-09-13 00:00,65817,18074,402.77,0.00
2006-09-13 01:00,64354,17656,343.78,0.00
2006-09-13 02:00,63594,17462,310.64,0.00
2006-09-13 03:00,63449,17340,302.87,0.00
2006-09-13 04:00,64240,17406,312.48,0.00
2006-09-13 05:00,66456,17668,399.95,0.00
2006-09-13 06:00,69184,18143,457.53,0.00
2006-09-13 07:00,73458,18661,504.71,0.48
2006-09-13 08:00,76871,19106,527.70,0.00
2006-09-13 09:00,78591,19411,579.96,0.00
2006-09-13 10:00,78752,19575,671.39,0.00
2006-09-13 11:00,78268,19495,626.68,0.00
2006-09-13 12:00,77695,19267,542.80,0.00
2006-09-13 13:00,77643,19193,627.70,0.00
2006-09-13 14:00,77128,19192,648.49,0.00
2006-09-13 15:00,76378,19173,631.28,0.00
2006-09-13 16:00,75739,19094,553.66,0.00
2006-09-13 17:00,74860,19010,519.50,0.00
2006-09-13 18:00,75251,19036,538.56,0.00
2006-09-13 19:00,77061,19124,517.05,0.00
2006-09-13 20:00,78844,19459,533.48,0.00
2006-09-13 21:00,77553,19915,615.25,0.00
2006-09-13 22:00,73005,19689,510.72,0.00
2006-09-13 23:00,69110,18893,488.22,0.06
2006-09-14 00:00,66158,18134,378.28,0.00
2006-09-14 01:00,64734,17750,309.89,0.00
2006-09-14 02:00,63875,17587,301.43,0.00
2006-09-14 03:00,63657,17474,266.37,0.00
2006-09-14 04:00,64329,17487,297.43,0.00
2006-09-14 05:00,66552,17746,408.31,0.00
2006-09-14 06:00,69373,18190,452.41,0.00
2006-09-14 07:00,73193,18691,478.99,235.92
2006-09-14 08:00,76427,19178,503.19,0.00
2006-09-14 09:00,78224,19518,524.78,0.00
2006-09-14 10:00,78521,19669,525.35,0.00
2006-09-14 11:00,78132,19550,525.73,0.00
2006-09-14 12:00,77360,19329,520.80,0.00
2006-09-14 13:00,77524,19265,529.50,0.00
2006-09-14 14:00,77035,19226,530.05,0.00
2006-09-14 15:00,76390,19184,542.14,0.00
2006-09-14 16:00,75649,19190,547.83,0.00
2006-09-14 17:00,74832,19170,518.49,0.00
2006-09-14 18:00,75425,19150,523.12,0.00
2006-09-14 19:00,77071,19232,524.82,0.00
2006-09-14 20:00,78945,19548,524.73,0.00
2006-09-14 21:00,77745,19898,558.41,0.00
2006-09-14 22:00,72914,19713,505.58,0.00
2006-09-14 23:00,69236,18896,489.15,231.09
2006-09-15 00:00,66575,18095,397.08,0.00
2006-09-15 01:00,65113,17728,340.09,0.00
2006-09-15 02:00,64342,17534,303.24,0.00
2006-09-15 03:00,64168,17444,245.18,0.00
2006-09-15 04:00,64928,17473,302.17,0.00
2006-09-15 05:00,67362,17680,425.31,0.00
2006-09-15 06:00,70156,18132,462.44,0.00
2006-09-15 07:00,74284,18641,502.23,0.00
2006-09-15 08:00,77567,19108,525.30,0.00
2006-09-15 09:00,79169,19433,554.90,0.00
2006-09-15 10:00,79268,19549,566.35,0.00
2006-09-15 11:00,78808,19422,626.95,0.00
2006-09-15 12:00,78097,19227,559.49,0.00
2006-09-15 13:00,78126,19164,563.45,0.00
2006-09-15 14:00,77539,19199,584.60,0.00
2006-09-15 15:00,76811,19129,570.67,0.00
2006-09-15 16:00,76033,19039,585.31,0.00
2006-09-15 17:00,75324,19003,544.08,0.00
2006-09-15 18:00,75982,19108,551.35,0.00
2006-09-15 19:00,77747,19289,566.82,0.00
2006-09-15 20:00,79268,19531,564.43,0.00
2006-09-15 21:00,78084,19902,836.00,0.00
2006-09-15 22:00,73699,19629,551.19,0.00
2006-09-15 23:00,70085,18690,498.84,0.00
2006-09-16 00:00,66766,18172,449.73,0.00
2006-09-16 01:00,65565,17743,449.19,0.00
2006-09-16 02:00,64568,17517,351.01,0.00
2006-09-16 03:00,64181,17388,328.11,0.00
2006-09-16 04:00,64560,17424,326.14,0.00
2006-09-16 05:00,65307,17467,323.08,0.00
2006-09-16 06:00,65833,17663,326.10,0.00
2006-09-16 07:00,67542,17953,432.87,0.00
2006-09-16 08:00,69477,18337,434.51,0.00
2006-09-16 09:00,71312,18633,466.88,0.00
2006-09-16 10:00,71740,18767,478.47,0.00
2006-09-16 11:00,71746,18706,495.31,0.00
2006-09-16 12:00,71372,18618,484.62,0.00
2006-09-16 13:00,70932,18553,479.84,0.00
2006-09-16 14:00,70485,18507,467.51,0.00
2006-09-16 15:00,70317,18492,489.03,0.00
2006-09-16 16:00,70287,18505,471.53,0.00
2006-09-16 17:00,70660,18585,485.30,0.00
2006-09-16 18:00,71378,18674,475.86,0.00
2006-09-16 19:00,73654,18768,475.28,0.00
2006-09-16 20:00,75726,19201,523.92,0.00
2006-09-16 21:00,74965,19653,523.62,0.00
2006-09-16 22:00,71465,19415,495.52,0.00
2006-09-16 23:00,67793,18548,440.43,0.00
2006-09-17 00:00,66143,18124,425.22,0.00
2006-09-17 01:00,64590,17737,320.64,0.00
2006-09-17 02:00,63462,17508,255.30,0.00
2006-09-17 03:00,63096,17389,87.06,0.00
2006-09-17 04:00,63309,17335,251.94,0.00
2006-09-17 05:00,63953,17431,290.31,0.00
2006-09-17 06:00,64788,17600,291.25,0.00
2006-09-17 07:00,64894,17756,317.43,0.00
2006-09-17 08:00,66715,17972,388.07,0.00
2006-09-17 09:00,68695,18275,425.83,0.00
2006-09-17 10:00,69599,18429,440.15,0.00
2006-09-17 11:00,69928,18417,453.25,0.00
2006-09-17 12:00,69829,18420,452.58,0.00
2006-09-17 13:00,69661,18434,453.40,0.00
2006-09-17 14:00,69555,18382,455.68,0.00
2006-09-17 15:00,69637,18363,457.32,0.00
2006-09-17 16:00,70136,18400,457.62,0.00
2006-09-17 17:00,70720,18549,474.56,0.00
2006-09-17 18:00,72231,18714,468.00,0.00
2006-09-17 19:00,74731,18973,499.29,0.00
2006-09-17 20:00,76606,19539,544.39,0.00
2006-09-17 21:00,75632,19995,539.25,0.00
2006-09-17 22:00,71849,19600,499.98,0.00
2006-09-17 23:00,68912,18685,499.80,0.00
2006-09-18 00:00,66433,17989,379.21,0.00
2006-09-18 01:00,65068,17595,313.68,0.00
2006-09-18 02:00,64148,17364,264.71,0.00
2006-09-18 03:00,64115,17245,258.62,0.00
2006-09-18 04:00,65080,17279,279.80,0.00
2006-09-18 05:00,67620,17537,446.09,0.00
2006-09-18 06:00,70951,17983,494.51,0.00
2006-09-18 07:00,75295,18571,550.63,0.00
2006-09-18 08:00,78628,19118,571.74,0.00
2006-09-18 09:00,80496,19550,616.91,233.70
2006-09-18 10:00,80672,19828,643.04,233.90
2006-09-18 11:00,80049,19778,683.88,233.43
2006-09-18 12:00,79275,19515,773.08,0.06
2006-09-18 13:00,79367,19406,761.69,0.05
2006-09-18 14:00,78929,19382,721.33,0.01
2006-09-18 15:00,78099,19301,744.85,0.05
2006-09-18 16:00,77473,19281,682.16,0.05
2006-09-18 17:00,76986,19231,564.06,0.01
2006-09-18 18:00,77444,19244,565.62,0.00
2006-09-18 19:00,79159,19460,568.69,234.27
2006-09-18 20:00,81200,19839,652.14,235.22
2006-09-18 21:00,79325,20167,881.11,230.97
2006-09-18 22:00,74744,19884,553.33,0.00
2006-09-18 23:00,70816,18926,493.57,0.00
2006-09-19 00:00,67350,18159,317.70,0.00
2006-09-19 01:00,66137,17785,274.97,0.00
2006-09-19 02:00,65356,17575,172.35,0.00
2006-09-19 03:00,65364,17452,179.95,0.00
2006-09-19 04:00,66438,17538,185.53,0.00
2006-09-19 05:00,69300,17820,403.97,0.00
2006-09-19 06:00,72331,18271,473.43,0.00
2006-09-19 07:00,76174,18840,565.32,0.00
2006-09-19 08:00,79463,19271,624.50,0.00
2006-09-19 09:00,80872,19666,762.26,0.00
2006-09-19 10:00,80801,19799,921.82,0.00
2006-09-19 11:00,80139,19698,934.27,250.84
2006-09-19 12:00,79328,19567,671.61,251.24
2006-09-19 13:00,79368,19458,675.56,247.79
2006-09-19 14:00,78767,19424,665.75,180.80
2006-09-19 15:00,78060,19351,617.31,248.57
2006-09-19 16:00,77263,19323,608.34,248.74
2006-09-19 17:00,76820,19313,587.28,251.44
2006-09-19 18:00,77492,19357,605.32,252.35
2006-09-19 19:00,79538,19486,594.64,186.50
2006-09-19 20:00,81311,19876,616.01,250.74
2006-09-19 21:00,79533,20209,619.73,247.72
2006-09-19 22:00,74963,19851,540.70,247.43
2006-09-19 23:00,70822,19007,466.42,246.90
2006-09-20 00:00,68709,18411,353.98,0.00
2006-09-20 01:00,67119,18026,294.33,0.00
2006-09-20 02:00,66316,17748,260.74,0.00
2006-09-20 03:00,66257,17724,253.88,0.00
2006-09-20 04:00,67284,17724,183.53,0.00
2006-09-20 05:00,69872,18063,424.83,0.00
2006-09-20 06:00,72614,18574,509.88,252.46
2006-09-20 07:00,76766,19017,645.96,267.55
2006-09-20 08:00,79729,19572,664.15,254.26
2006-09-20 09:00,81239,19916,790.46,252.67
2006-09-20 10:00,81446,20003,664.94,251.41
2006-09-20 11:00,80778,19942,758.47,250.58
2006-09-20 12:00,80284,19788,707.88,249.59
2006-09-20 13:00,80364,19729,738.04,249.20
2006-09-20 14:00,79666,19698,735.25,249.75
2006-09-20 15:00,78647,19654,"1,241.54",248.00
2006-09-20 16:00,78012,19556,728.92,247.35
2006-09-20 17:00,77837,19544,652.17,250.07
2006-09-20 18:00,78322,19720,773.90,251.41
2006-09-20 19:00,80656,19909,640.54,250.97
2006-09-20 20:00,82265,20323,753.25,0.06
2006-09-20 21:00,80105,20612,731.55,102.78
2006-09-20 22:00,75031,20166,546.67,0.08
2006-09-20 23:00,71333,19250,467.96,0.00
2006-09-21 00:00,69372,18779,361.96,0.00
2006-09-21 01:00,67834,18315,129.52,0.00
2006-09-21 02:00,67051,18112,130.92,0.00
2006-09-21 03:00,67180,17994,144.72,0.00
2006-09-21 04:00,68338,18044,193.64,0.00
2006-09-21 05:00,70829,18313,422.58,210.30
2006-09-21 06:00,73419,18802,559.80,210.41
2006-09-21 07:00,77215,19464,682.02,208.16
2006-09-21 08:00,80461,20007,986.27,209.82
2006-09-21 09:00,81957,20360,960.02,208.61
2006-09-21 10:00,81943,20474,"1,017.33",208.49
2006-09-21 11:00,81251,20475,"1,162.20",207.60
2006-09-21 12:00,80601,20352,"1,034.75",208.20
2006-09-21 13:00,80606,20298,"1,165.59",207.98
2006-09-21 14:00,79897,20302,"1,161.05",208.74
2006-09-21 15:00,78961,20230,"1,051.83",208.65
2006-09-21 16:00,78196,20155,651.88,210.08
2006-09-21 17:00,77801,20105,648.62,285.09
2006-09-21 18:00,78633,20127,659.52,286.40
2006-09-21 19:00,81551,20370,"1,192.63",279.78
2006-09-21 20:00,82612,20779,"1,280.06",275.41
2006-09-21 21:00,80623,21118,"1,297.36",314.60
2006-09-21 22:00,75662,20735,596.86,294.79
2006-09-21 23:00,71841,19703,511.45,210.55
2006-09-22 00:00,68663,19068,347.91,0.00
2006-09-22 01:00,67110,18683,129.70,0.00
2006-09-22 02:00,66318,18438,130.95,0.00
2006-09-22 03:00,66489,18358,133.11,0.00
2006-09-22 04:00,67582,18276,155.57,0.00
2006-09-22 05:00,70160,18503,412.63,0.00
2006-09-22 06:00,72719,19013,486.97,0.00
2006-09-22 07:00,76732,19679,539.27,0.00
2006-09-22 08:00,79605,20226,568.91,0.00
2006-09-22 09:00,80991,20661,559.53,0.00
2006-09-22 10:00,81134,20830,565.17,0.00
2006-09-22 11:00,80231,20806,567.62,0.00
2006-09-22 12:00,79351,20676,563.03,0.00
2006-09-22 13:00,79155,20537,564.98,0.00
2006-09-22 14:00,78386,20612,562.88,0.00
2006-09-22 15:00,77588,20586,562.10,0.00
2006-09-22 16:00,76821,20537,574.33,0.01
2006-09-22 17:00,76536,20417,571.75,0.00
2006-09-22 18:00,77260,20461,563.59,0.00
2006-09-22 19:00,80314,20755,568.96,0.08
2006-09-22 20:00,81772,21138,591.06,0.04
2006-09-22 21:00,79688,21318,624.79,0.01
2006-09-22 22:00,74896,20845,584.24,0.02
2006-09-22 23:00,71485,19919,514.16,0.00
2006-09-23 00:00,68308,19388,476.28,0.00
2006-09-23 01:00,66832,18926,436.58,0.00
2006-09-23 02:00,65895,18650,370.42,0.00
2006-09-23 03:00,65612,18504,163.94,0.00
2006-09-23 04:00,66256,18481,192.84,0.00
2006-09-23 05:00,66921,18646,197.44,0.00
2006-09-23 06:00,67268,18925,196.00,0.00
2006-09-23 07:00,69037,19249,426.90,0.00
2006-09-23 08:00,71439,19637,464.76,0.00
2006-09-23 09:00,72746,20062,469.53,0.00
2006-09-23 10:00,73138,20293,472.49,0.00
2006-09-23 11:00,73115,20241,471.44,0.00
2006-09-23 12:00,72548,20172,466.40,0.00
2006-09-23 13:00,71997,20084,464.82,0.00
2006-09-23 14:00,71327,20023,437.30,0.00
2006-09-23 15:00,71086,19956,445.52,0.00
2006-09-23 16:00,71414,19908,465.30,0.00
2006-09-23 17:00,71904,19956,468.72,0.00
2006-09-23 18:00,73148,20089,480.36,0.00
2006-09-23 19:00,77451,20360,637.13,0.03
2006-09-23 20:00,77989,20839,574.23,0.00
2006-09-23 21:00,76943,21169,621.73,0.00
2006-09-23 22:00,73204,20779,532.56,0.00
2006-09-23 23:00,69404,19963,442.50,0.00
2006-09-24 00:00,67713,19244,433.99,0.00
2006-09-24 01:00,65957,18787,337.40,0.00
2006-09-24 02:00,65056,18510,164.48,0.00
2006-09-24 03:00,64791,18369,167.19,0.00
2006-09-24 04:00,64827,18347,168.17,0.00
